fecha,Reservas Internacionales,Compra de Divisas,OOII,Otras Operaciones del Sector Público,Efectivo Mínimo,Otros (incl. pases pasivos en USD con el exterior)
2024-01-08,2024.0,3600.0,-1059.1,1426.9,402.9,-2346.8
2024-01-05,2909.6,3527.1,-1059.1,779.3,356.9,-694.7
2024-01-04,2625.8,3294.4,-1059.1,779.3,292.9,-681.8
2024-01-03,2468.1,3126.9,-1059.1,790.8,251.9,-642.3
2024-01-02,2261.1,2984.4,-1054.3,790.8,50.9,-510.6
2023-12-29,1863.8,2895.9,-1040.8,795.6,-342.1,-444.9
2023-12-28,1915.6,2626.3,-1040.8,799.7,-102.2,-367.4
2023-12-27,1553.6,2321.6,-1040.8,801.4,-156.1,-372.6
2023-12-26,1361.6,2116.8,-1040.8,803.2,-153.1,-364.5
2023-12-22,1371.8,1930.2,-1040.8,804.0,26.4,-348.1
2023-12-21,999.9,1596.9,-1040.8,809.5,-36.6,-329.2
2023-12-20,1548.6,1327.9,-122.1,864.5,-188.7,-333.0
2023-12-19,1453.9,1156.8,-119.7,864.5,-210.5,-237.2
2023-12-18,267.7,977.3,-119.7,-93.1,-284.0,-212.9
2023-12-15,242.1,762.1,-119.8,-44.8,-210.1,-145.3
2023-12-14,289.5,554.9,-2.0,-30.0,-149.1,-84.3
2023-12-13,-75.8,318.9,-2.0,-26.6,-95.0,-271.1
2023-12-12,-289.0,33.1,0.3,-26.5,-48.6,-247.3
2023-12-11,-191.8,23.9,0.3,-25.7,13.1,-203.5
