fecha,RIN precios 31/01,RIN,Encajes,Reservas Brutas,Swap China,Swap USA,Pases,Obligaciones OOII,Desembolsos FMI,Ajuste oro,Ajuste yuan,Ajuste DEGs
2024-11-27,-3279.41,-3573.37,15068.67,31484.0,17926.09,0.0,1964.89,97.73,0.0,341.75,-47.79,0.0
2024-11-26,-3983.18,-4324.28,15233.03,30928.0,17957.04,0.0,1964.48,97.73,0.0,380.56,-39.45,0.0
2024-11-25,-4012.98,-4359.34,15225.69,30879.0,17950.84,0.0,1964.08,97.73,0.0,387.49,-41.12,0.0
2024-11-22,-4084.75,-4252.33,15097.32,30874.0,17971.44,0.0,1963.67,93.9,0.0,203.15,-35.58,0.0
2024-11-21,-4048.97,-4284.51,15126.46,30845.0,17945.89,0.0,1963.27,93.9,0.0,277.99,-42.46,0.0
2024-11-20,-4092.91,-4379.71,14856.43,30494.0,17960.51,0.0,1962.86,93.9,0.0,325.31,-38.52,0.0
2024-11-19,-4131.68,-4462.06,14712.48,30274.0,17967.22,0.0,1962.46,93.9,0.0,367.09,-36.71,0.0
2024-11-15,-4256.23,-4712.33,14551.75,29878.0,17982.63,0.0,1962.05,93.9,0.0,488.66,-32.56,0.0
2024-11-14,-4143.13,-4598.1,14742.04,30193.0,17996.82,0.0,1961.65,90.6,0.0,483.71,-28.74,0.0
2024-11-13,-4377.65,-4802.24,14796.74,30023.0,17976.66,0.0,1961.24,90.6,0.0,458.77,-34.17,0.0
2024-11-12,-4555.76,-4956.1,14838.9,29962.0,18027.76,0.0,1960.84,90.6,0.0,420.75,-20.41,0.0
2024-11-11,-4529.33,-4929.74,14627.32,29859.0,18110.39,0.0,1960.43,90.6,0.0,398.57,1.83,0.0
2024-11-08,-4664.12,-4938.72,14521.87,29838.0,18204.22,0.0,1960.03,90.6,0.0,247.5,27.1,0.0
2024-11-07,-4669.22,-4897.86,14401.97,29668.0,18113.67,0.0,1959.62,90.6,0.0,225.92,2.72,0.0
2024-11-05,-4044.61,-4244.63,14252.79,30432.0,18315.53,0.0,1959.22,149.09,0.0,142.96,57.06,0.0
2024-11-04,-3987.39,-4179.17,13999.2,30182.0,18254.07,0.0,1958.81,149.09,0.0,151.27,40.52,0.0
2024-11-01,-4108.75,-4297.79,13531.02,29603.0,18262.27,0.0,1958.4,149.09,0.0,146.32,42.73,0.0
2024-10-31,-4135.77,-4327.97,12567.1,28618.0,18271.77,0.0,1958.0,149.09,0.0,146.92,45.28,0.0
2024-10-30,-3862.93,-3945.18,13475.8,29863.0,18232.56,0.0,1957.59,142.22,0.0,47.52,34.73,0.0
2024-10-29,-4067.97,-4191.8,13522.18,29669.0,18239.21,0.0,1957.19,142.22,0.0,87.32,36.52,0.0
2024-10-28,-4145.22,-4324.65,13335.48,29368.0,18258.17,0.0,1956.78,142.22,0.0,137.81,41.62,0.0
2024-10-25,-4172.14,-4356.5,13159.14,29163.0,18261.76,0.0,1956.38,142.22,0.0,141.77,42.59,0.0
2024-10-24,-4186.97,-4378.65,13092.61,29057.0,18244.85,0.0,1955.97,142.22,0.0,153.65,38.03,0.0
2024-10-23,-4252.69,-4487.44,12646.59,28511.0,18254.07,0.0,1955.57,142.22,0.0,194.24,40.52,0.0
2024-10-22,-4410.65,-4588.95,12648.29,28416.0,18263.56,0.0,1955.16,137.94,0.0,135.23,43.07,0.0
2024-10-21,-4455.14,-4687.13,12600.64,28314.0,18307.8,0.0,1954.76,137.94,0.0,177.01,54.98,0.0
2024-10-18,-4309.73,-4544.97,12689.94,28488.0,18250.74,0.0,1954.35,137.94,0.0,195.62,39.62,0.0
2024-10-17,-4432.98,-4716.35,12634.93,28273.0,18262.53,0.0,1953.95,137.94,0.0,240.57,42.79,0.0
2024-10-16,-4392.34,-4709.78,12648.23,28294.0,18264.07,0.0,1953.54,137.94,0.0,274.23,43.21,0.0
2024-10-15,-4425.5,-4789.12,12626.12,28271.0,18342.93,0.0,1953.14,137.94,0.0,299.18,64.44,0.0
2024-10-10,-4159.58,-4608.93,12793.35,28632.0,18361.32,0.0,1952.32,133.94,0.0,379.96,69.39,0.0
2024-10-09,-4355.13,-4849.01,12689.81,28346.0,18419.34,0.0,1951.92,133.94,0.0,408.87,85.01,0.0
2024-10-08,-4405.98,-4909.38,12691.04,28388.0,18520.89,0.0,1951.51,133.94,0.0,391.05,112.35,0.0
2024-10-07,-4288.84,-4734.37,12681.21,28557.0,18525.12,0.0,1951.11,133.94,0.0,332.05,113.49,0.0
2024-10-04,-4285.39,-4709.4,12486.6,28313.0,18452.54,0.0,1950.7,132.56,0.0,330.07,93.95,0.0
2024-10-03,-3335.25,-3742.11,12418.31,29231.0,18471.94,0.0,1950.3,132.56,0.0,307.69,99.17,0.0
2024-10-02,-3442.43,-3874.26,12438.68,29138.0,18491.12,0.0,1949.89,132.56,0.0,327.49,104.34,0.0
2024-10-01,-3604.32,-4005.31,11859.14,28461.0,18525.12,0.0,1949.49,132.56,0.0,287.5,113.49,0.0
2024-09-30,-3640.22,-4108.1,10654.32,27172.0,18544.14,0.0,1949.08,132.56,0.0,349.27,118.61,0.0
2024-09-27,-3280.85,-3733.42,12285.99,29174.0,18547.58,0.0,1948.68,125.18,0.0,333.04,119.54,0.0
2024-09-26,-3272.86,-3658.2,12262.62,29164.0,18486.13,0.0,1948.27,125.18,0.0,282.35,102.99,0.0
2024-09-25,-3271.22,-3679.23,11948.54,28834.0,18491.65,0.0,1947.87,125.18,0.0,303.53,104.48,0.0
2024-09-24,-3370.03,-3778.99,11511.04,28241.0,18436.32,0.0,1947.46,125.18,0.0,319.37,89.58,0.0
2024-09-23,-3458.0,-3916.15,10749.55,27343.0,18437.36,0.0,1947.06,125.18,0.0,368.28,89.86,0.0
2024-09-20,-3484.47,-3944.38,10747.02,27264.0,18395.36,0.0,1946.65,119.35,0.0,381.35,78.56,0.0
2024-09-19,-3538.87,-4052.14,10756.56,27129.0,18358.99,0.0,1946.25,119.35,0.0,444.51,68.76,0.0
2024-09-18,-3564.27,-4103.78,10720.37,27011.0,18329.22,0.0,1945.84,119.35,0.0,478.76,60.75,0.0
2024-09-17,-3667.05,-4219.23,10734.23,26909.0,18329.22,0.0,1945.43,119.35,0.0,491.44,60.75,0.0
2024-09-16,-3663.38,-4183.55,10730.47,26940.0,18328.7,0.0,1945.03,119.35,0.0,459.56,60.61,0.0
2024-09-13,-3096.79,-3598.6,10693.07,27420.0,18267.15,0.0,1944.62,113.76,0.0,457.78,44.04,0.0
2024-09-12,-3107.93,-3667.2,10666.03,27316.0,18259.2,0.0,1944.22,113.76,0.0,517.37,41.9,0.0
2024-09-11,-3107.35,-3743.28,10648.33,27219.0,18256.38,0.0,1943.81,113.76,0.0,594.79,41.14,0.0
2024-09-10,-3104.23,-3744.74,10656.72,27244.0,18274.85,0.0,1943.41,113.76,0.0,594.4,46.11,0.0
2024-09-09,-2933.81,-3612.95,10615.07,27400.0,18341.12,0.0,1943.0,113.76,0.0,615.19,63.95,0.0
2024-09-06,-2839.04,-3532.24,10612.74,27464.0,18332.32,0.0,1942.6,108.58,0.0,631.62,61.58,0.0
2024-09-05,-2891.93,-3535.4,10641.4,27436.0,18279.22,0.0,1942.19,108.58,0.0,596.18,47.29,0.0
2024-09-04,-2933.42,-3606.66,10652.88,27354.0,18257.4,0.0,1941.79,108.58,0.0,631.82,41.41,0.0
2024-09-03,-2980.49,-3663.28,10723.16,27377.0,18267.15,0.0,1941.38,108.58,0.0,638.75,44.04,0.0
2024-08-30,-2443.8,-3133.49,9486.8,26719.0,18321.47,0.0,1940.57,103.65,0.0,631.03,58.66,0.0
2024-08-29,-2423.8,-3030.38,10506.16,27767.0,18247.41,0.0,1940.17,103.65,0.0,567.86,38.72,0.0
2024-08-28,-2597.2,-3253.52,10820.63,27861.0,18250.48,0.0,1939.76,103.65,0.0,616.77,39.55,0.0
2024-08-27,-2521.04,-3151.11,10798.81,27954.0,18263.3,0.0,1939.36,103.65,0.0,587.07,43.0,0.0
2024-08-26,-2500.27,-3122.9,10706.13,27874.0,18248.17,0.0,1938.95,103.65,0.0,583.7,38.93,0.0
2024-08-23,-2436.12,-3063.14,10669.88,27845.0,18196.07,0.0,1938.54,103.65,0.0,602.12,24.9,0.0
2024-08-22,-2484.84,-3178.93,10573.07,27658.0,18228.22,0.0,1938.14,97.5,0.0,660.53,33.56,0.0
2024-08-21,-2514.27,-3149.81,10548.87,27662.0,18227.71,0.0,1937.73,97.5,0.0,602.12,33.42,0.0
2024-08-20,-2476.28,-3100.23,10533.39,27674.0,18206.01,0.0,1937.33,97.5,0.0,596.38,27.58,0.0
2024-08-19,-2527.32,-3154.0,10485.29,27512.0,18146.29,0.0,1936.92,97.5,0.0,615.19,11.5,0.0
2024-08-16,-2550.82,-3177.43,10561.91,27541.0,18122.51,0.0,1936.52,97.5,0.0,621.52,5.1,0.0
2024-08-15,-2681.56,-3422.95,10594.17,27419.0,18214.17,0.0,1936.11,97.5,0.0,711.61,29.77,0.0
2024-08-14,-2463.38,-3221.2,10590.1,27571.0,18174.45,0.0,1935.71,91.95,0.0,738.74,19.08,0.0
2024-08-13,-2435.1,-3124.47,10561.23,27585.0,18120.99,0.0,1935.3,91.95,0.0,684.68,4.69,0.0
2024-08-12,-2557.76,-3260.89,10566.59,27473.0,18140.46,0.0,1934.9,91.95,0.0,693.2,9.93,0.0
2024-08-09,-2555.01,-3313.1,10555.91,27391.0,18121.75,0.0,1934.49,91.95,0.0,753.19,4.89,0.0
2024-08-08,-2610.58,-3383.78,10628.66,27376.0,18105.09,0.0,1934.09,91.95,0.0,772.79,0.41,0.0
2024-08-07,-2714.38,-3566.7,10606.26,27231.0,18165.81,0.0,1933.68,91.95,0.0,835.56,16.75,0.0
2024-08-06,-2707.5,-3587.38,10550.98,27310.0,18257.91,0.0,1933.28,155.21,0.0,838.33,41.55,0.0
2024-08-05,-1745.55,-2575.08,10514.47,28191.0,18163.53,0.0,1932.87,155.21,0.0,813.38,16.14,0.0
2024-08-02,-2296.15,-3020.35,10554.82,27571.0,17948.86,0.0,1932.47,155.21,0.0,765.86,-41.66,0.0
2024-08-01,-2655.95,-3378.89,10348.1,27069.0,18012.53,0.0,1932.06,155.21,0.0,747.45,-24.51,0.0
2024-07-31,-2483.5,-3200.86,9586.7,26402.0,17929.3,0.0,1931.65,155.21,0.0,764.28,-46.92,0.0
2024-07-30,-2213.88,-2968.76,9974.13,26997.0,17910.53,0.0,1931.25,149.85,0.0,806.85,-51.97,0.0
2024-07-29,-2276.3,-3091.47,10211.99,27132.0,17930.79,0.0,1930.84,149.85,0.0,861.7,-46.52,0.0
2024-07-26,-2194.38,-3017.56,10267.89,27311.0,17980.39,0.0,1930.44,149.85,0.0,856.35,-33.17,0.0
2024-07-25,-2052.89,-2910.98,10257.72,27330.0,17903.38,0.0,1930.03,149.85,0.0,911.99,-53.9,0.0
2024-07-24,-1931.7,-2659.53,10240.92,27532.0,17871.14,0.0,1929.63,149.85,0.0,790.42,-62.58,0.0
2024-07-23,-1976.47,-2722.59,10205.45,27437.0,17875.07,0.0,1929.22,149.85,0.0,807.64,-61.52,0.0
2024-07-22,-2026.49,-2800.0,10267.87,27425.0,17884.17,0.0,1928.82,144.15,0.0,832.59,-59.07,0.0
2024-07-19,-1678.27,-2451.56,10034.95,27565.0,17909.05,0.0,1928.41,144.15,0.0,825.66,-52.37,0.0
2024-07-18,-1710.5,-2371.98,9999.01,27607.0,17907.82,0.0,1928.01,144.15,0.0,714.19,-52.71,0.0
2024-07-17,-1675.74,-2330.48,9936.88,27583.0,17904.86,0.0,1927.6,144.15,0.0,708.25,-53.5,0.0
2024-07-16,-1613.3,-2254.12,9896.73,27623.0,17909.05,0.0,1927.2,144.15,0.0,693.2,-52.37,0.0
2024-07-15,-980.98,-1706.33,9879.87,28177.0,17932.52,0.0,1926.79,144.15,0.0,771.41,-46.06,0.0
2024-07-12,-840.59,-1579.98,9880.42,28282.0,17919.17,0.0,1926.39,136.0,0.0,789.03,-49.65,0.0
2024-07-11,-843.3,-1567.64,9870.02,28235.0,17870.64,0.0,1925.98,136.0,0.0,787.05,-62.71,0.0
2024-07-10,-914.68,-1725.61,9884.51,28098.0,17877.53,0.0,1925.58,136.0,0.0,871.79,-60.86,0.0
2024-07-08,-11.27,-858.44,9258.15,28348.0,17887.12,0.0,1925.17,136.0,0.0,905.45,-58.28,0.0
2024-07-03,1655.5,818.49,9054.15,29812.0,17883.18,0.0,1923.95,132.22,0.0,896.35,-59.34,0.0
2024-07-02,1653.61,742.08,8958.82,29646.0,17889.33,0.0,1923.55,132.22,0.0,969.21,-57.68,0.0
2024-07-01,1602.61,699.46,8968.13,29615.0,17892.04,0.0,1923.14,132.22,0.0,960.1,-56.95,0.0
2024-06-28,1664.94,762.92,8322.28,29022.0,17888.6,0.0,1922.74,125.47,0.0,959.9,-57.88,0.0
2024-06-27,1823.57,912.75,8888.74,29747.0,17897.71,0.0,1922.33,125.47,0.0,966.24,-55.43,0.0
2024-06-26,1903.75,941.45,8994.28,29886.0,17902.88,0.0,1921.93,125.47,0.0,1016.33,-54.03,0.0
2024-06-25,1894.16,963.85,8860.15,29783.0,17912.01,0.0,1921.52,125.47,0.0,981.88,-51.58,0.0
2024-06-24,1888.61,985.83,8775.28,29716.0,17908.31,0.0,1921.12,125.47,0.0,955.35,-52.57,0.0
2024-06-18,2099.11,1194.33,8803.91,29959.0,17918.68,0.0,1920.31,121.78,0.0,954.56,-49.78,0.0
2024-06-14,1459.13,554.07,8653.06,29172.0,17927.08,0.0,1919.9,117.89,0.0,952.58,-47.52,0.0
2024-06-13,1450.6,474.76,8804.34,29277.0,17960.51,0.0,1919.5,117.89,0.0,1014.35,-38.52,0.0
2024-06-12,1462.0,562.79,8729.03,29268.0,17939.2,0.0,1919.09,117.89,0.0,943.47,-44.26,0.0
2024-06-11,1459.65,504.07,8732.4,29212.0,17938.95,0.0,1918.68,117.89,0.0,999.9,-44.32,0.0
2024-06-10,1503.77,548.58,8713.29,29237.0,17938.95,0.0,1918.28,117.89,0.0,999.5,-44.32,0.0
2024-06-07,1534.04,572.11,8746.48,29300.0,17945.64,0.0,1917.87,117.89,0.0,1004.45,-42.52,0.0
2024-06-06,1539.4,708.1,8737.78,29415.0,17939.2,0.0,1917.47,112.45,0.0,875.56,-44.26,0.0
2024-06-05,1531.97,665.46,8722.19,29368.0,17950.84,0.0,1917.06,112.45,0.0,907.63,-41.12,0.0
2024-06-04,1526.77,603.63,8705.42,29289.0,17950.84,0.0,1916.66,112.45,0.0,964.26,-41.12,0.0
2024-06-03,1452.37,570.35,8581.63,29134.0,17953.32,0.0,1916.25,112.45,0.0,922.48,-40.45,0.0
2024-05-31,1479.52,545.55,8118.22,28664.0,17971.94,0.0,1915.85,112.45,0.0,969.41,-35.44,0.0
2024-05-30,1380.81,497.06,8613.86,29066.0,17932.52,0.0,1915.44,107.12,0.0,929.81,-46.06,0.0
2024-05-29,1321.24,429.4,8796.03,29191.0,17943.41,0.0,1915.04,107.12,0.0,934.96,-43.12,0.0
2024-05-28,1247.54,382.88,8829.29,29186.0,17952.08,0.0,1914.63,107.12,0.0,905.45,-40.79,0.0
2024-05-24,1213.92,304.31,8838.66,29116.0,17952.08,0.0,1913.82,107.12,0.0,950.4,-40.79,0.0
2024-05-23,1093.31,187.85,8841.56,29005.0,17955.06,0.0,1913.42,107.12,0.0,945.45,-39.99,0.0
2024-05-22,1055.59,255.64,8849.51,29081.0,17961.76,0.0,1913.01,101.08,0.0,838.13,-38.18,0.0
2024-05-21,1019.49,279.94,8791.96,29062.0,17976.41,0.0,1912.61,101.08,0.0,773.78,-34.24,0.0
2024-05-20,845.98,124.56,8762.35,28899.0,17998.81,0.0,1912.2,101.08,0.0,749.63,-28.21,0.0
2024-05-17,777.35,9.13,8765.97,28801.0,18013.02,0.0,1911.79,101.08,0.0,792.59,-24.38,0.0
2024-05-16,672.84,-158.65,8710.91,28576.0,18011.28,0.0,1911.39,101.08,0.0,856.35,-24.85,0.0
2024-05-15,435.51,-368.98,8652.99,28271.0,17974.92,0.0,1910.98,101.08,0.0,839.12,-34.64,0.0
2024-05-14,534.51,-339.87,8659.01,28368.0,17974.92,0.0,1910.58,163.36,0.0,909.02,-34.64,0.0
2024-05-13,373.49,-539.5,8799.88,28325.0,17991.09,0.0,1910.17,163.36,0.0,943.27,-30.29,0.0
2024-05-10,313.0,-542.98,8822.07,28361.0,18008.78,0.0,1909.77,163.36,0.0,881.5,-25.52,0.0
2024-05-09,112.94,-809.3,8777.51,28037.0,17996.07,0.0,1909.36,163.36,0.0,951.19,-28.95,0.0
2024-05-08,31.99,-930.51,8815.66,27967.0,18009.53,0.0,1908.96,163.36,0.0,987.82,-25.32,0.0
2024-05-07,-125.1,-1091.42,8775.0,27791.0,18035.52,0.0,1908.55,163.36,0.0,984.65,-18.33,0.0
2024-05-06,-212.25,-1146.98,8803.91,27688.0,17965.23,0.0,1908.15,157.7,0.0,971.98,-37.25,0.0
2024-05-03,514.99,-463.02,8818.81,28381.0,17959.77,0.0,1907.74,157.7,0.0,1016.73,-38.72,0.0
2024-05-02,365.89,-610.73,8789.64,28200.0,17956.05,0.0,1907.34,157.7,0.0,1016.33,-39.72,0.0
2024-04-30,160.2,-833.33,8385.19,27578.0,17961.51,0.0,1906.93,157.7,0.0,1031.78,-38.25,0.0
2024-04-29,1935.26,1053.26,8812.15,29869.0,17944.4,0.0,1906.53,152.66,0.0,924.86,-42.86,0.0
2024-04-26,2000.24,1093.25,9029.7,30141.0,17959.27,0.0,1906.12,152.66,0.0,945.85,-38.85,0.0
2024-04-25,1963.12,1049.96,9042.27,30096.0,17945.39,0.0,1905.72,152.66,0.0,955.75,-42.59,0.0
2024-04-24,1886.02,962.57,9057.81,30023.0,17944.65,0.0,1905.31,152.66,0.0,966.24,-42.79,0.0
2024-04-23,1790.57,872.12,9019.7,29899.0,17949.6,0.0,1904.9,152.66,0.0,959.9,-41.46,0.0
2024-04-22,1656.08,744.47,9152.03,29907.0,17957.29,0.0,1904.5,148.71,0.0,950.99,-39.39,0.0
2024-04-19,1364.76,582.43,9250.78,29850.0,17963.99,0.0,1904.09,148.71,0.0,819.92,-37.58,0.0
2024-04-18,1373.19,559.45,9142.91,29717.0,17962.25,0.0,1903.69,148.71,0.0,851.8,-38.05,0.0
2024-04-17,1165.59,330.05,9123.73,29471.0,17965.23,0.0,1903.28,148.71,0.0,872.78,-37.25,0.0
2024-04-16,971.15,173.96,9171.21,29360.0,17963.24,0.0,1902.88,148.71,0.0,834.97,-37.78,0.0
2024-04-15,923.75,76.13,9145.97,29240.0,17966.72,0.0,1902.47,148.71,0.0,884.47,-36.85,0.0
2024-04-12,748.88,-117.54,9178.51,29321.0,17965.98,0.0,1902.07,392.0,0.0,903.47,-37.05,0.0
2024-04-11,547.93,-324.21,9234.65,29181.0,17976.91,0.0,1901.66,392.0,0.0,906.25,-34.1,0.0
2024-04-10,506.01,-416.56,9191.41,29047.0,17978.9,0.0,1901.26,392.0,0.0,956.14,-33.57,0.0
2024-04-09,466.59,-429.13,9197.9,29043.0,17981.38,0.0,1900.85,392.0,0.0,928.62,-32.9,0.0
2024-04-08,289.87,-628.08,9262.48,28904.0,17977.16,0.0,1900.45,392.0,0.0,951.98,-34.04,0.0
2024-04-05,-94.58,-1022.73,9381.65,28765.0,17970.94,0.0,1900.04,535.1,0.0,963.86,-35.71,0.0
2024-04-04,-342.92,-1343.8,9339.36,28400.0,17969.7,0.0,1899.64,535.1,0.0,1036.93,-36.04,0.0
2024-04-03,-794.07,-1785.2,9258.2,27882.0,17974.67,0.0,1899.23,535.1,0.0,1025.84,-34.71,0.0
2024-03-27,-1147.57,-2354.08,8897.84,27127.0,18011.28,0.0,1898.82,673.13,0.0,1231.36,-24.85,0.0
2024-03-26,-961.57,-2204.04,9241.97,27644.0,18034.52,0.0,1898.42,673.13,0.0,1261.06,-18.59,0.0
2024-03-25,-404.37,-1635.19,9344.68,28266.0,17985.36,0.0,1898.01,673.13,0.0,1262.65,-31.83,0.0
2024-03-22,-813.43,-2097.43,9246.62,28025.0,18060.07,0.0,1897.61,918.13,0.0,1295.71,-11.71,0.0
2024-03-21,-871.43,-2107.72,9337.81,28107.0,18061.58,0.0,1897.2,918.13,0.0,1247.6,-11.31,0.0
2024-03-20,-1013.35,-2297.88,9463.38,28041.0,18060.57,0.0,1896.8,918.13,0.0,1296.11,-11.58,0.0
2024-03-19,-1046.79,-2335.02,9436.92,27979.0,18062.58,0.0,1896.39,918.13,0.0,1299.28,-11.04,0.0
2024-03-18,-913.77,-2194.78,9488.56,28176.0,18068.1,0.0,1895.99,918.13,0.0,1290.56,-9.55,0.0
2024-03-15,-876.46,-2166.1,9486.25,28209.0,18075.14,0.0,1895.58,918.13,0.0,1297.3,-7.66,0.0
2024-03-14,-1024.63,-2306.78,9594.52,28489.0,18089.22,0.0,1895.18,1216.86,0.0,1286.01,-3.87,0.0
2024-03-13,-1067.97,-2329.36,9602.4,28488.0,18103.33,0.0,1894.77,1216.86,0.0,1261.46,-0.07,0.0
2024-03-12,-1322.58,-2611.77,9676.28,28272.0,18096.27,0.0,1894.37,1216.86,0.0,1291.16,-1.97,0.0
2024-03-11,-1367.35,-2611.83,9704.26,28296.0,18092.75,0.0,1893.96,1216.86,0.0,1247.4,-2.92,0.0
2024-03-08,-1545.08,-2792.48,9828.17,28221.0,18074.89,0.0,1893.56,1216.86,0.0,1255.12,-7.73,0.0
2024-03-07,-1665.53,-2951.28,9824.42,28049.0,18065.84,0.0,1893.15,1216.86,0.0,1295.91,-10.16,0.0
2024-03-06,-2138.78,-3439.71,9874.42,27854.0,18065.59,0.0,1892.75,1460.95,0.0,1311.16,-10.23,0.0
2024-03-05,-2311.98,-3644.22,9987.61,27755.0,18058.31,0.0,1892.34,1460.95,0.0,1344.42,-12.19,0.0
2024-03-04,-2343.08,-3708.69,9930.71,27641.0,18066.09,0.0,1891.93,1460.95,0.0,1375.7,-10.09,0.0
2024-03-01,-2602.77,-4035.19,9929.0,27334.0,18087.71,0.0,1891.53,1460.95,0.0,1436.69,-4.27,0.0
2024-02-29,-2535.69,-4043.73,9316.06,26690.0,18065.59,0.0,1891.12,1460.95,0.0,1518.26,-10.23,0.0
2024-02-28,-2534.62,-4066.85,10054.41,27597.0,18062.08,0.0,1890.72,1656.65,0.0,1543.41,-11.17,0.0
2024-02-27,-2590.09,-4121.09,10067.29,27558.0,18064.84,0.0,1890.31,1656.65,0.0,1541.43,-10.43,0.0
2024-02-26,-2677.47,-4220.64,10094.47,27490.0,18069.61,0.0,1889.91,1656.65,0.0,1552.32,-9.15,0.0
2024-02-23,-2680.48,-4204.4,10070.87,27485.0,18072.37,0.0,1889.5,1656.65,0.0,1532.32,-8.4,0.0
2024-02-22,-2996.57,-4561.43,10035.52,27347.0,18085.45,0.0,1889.1,1898.36,0.0,1569.74,-4.88,0.0
2024-02-21,-3202.92,-4761.55,10033.07,27140.0,18081.42,0.0,1888.69,1898.36,0.0,1564.6,-5.97,0.0
2024-02-20,-3173.99,-4717.25,9972.02,27104.0,18062.58,0.0,1888.29,1898.36,0.0,1554.3,-11.04,0.0
2024-02-16,-3420.7,-5018.25,9945.87,26860.0,18146.54,0.0,1887.48,1898.36,0.0,1585.98,11.57,0.0
2024-02-15,-3627.61,-5235.6,9974.97,26641.0,18116.19,0.0,1887.07,1898.36,0.0,1604.59,3.4,0.0
2024-02-14,-3848.23,-5470.9,9933.85,26603.0,18083.94,0.0,1886.67,2169.45,0.0,1627.96,-5.29,0.0
2024-02-09,-4207.16,-5820.46,9974.93,26502.0,18291.83,0.0,1886.26,2169.45,0.0,1562.62,50.68,0.0
2024-02-08,-4327.94,-5927.7,9942.38,26377.0,18307.02,0.0,1885.86,2169.45,0.0,1544.99,54.77,0.0
2024-02-07,-4300.89,-5895.41,10013.92,26483.0,18309.6,0.0,1885.45,2169.45,0.0,1539.05,55.47,0.0
2024-02-06,-4334.28,-5924.36,10002.95,26414.0,18287.97,0.0,1885.04,2162.4,0.0,1540.44,49.64,0.0
2024-02-05,-3741.46,-5346.13,10012.66,26991.0,18277.42,0.0,1884.64,2162.4,0.0,1557.86,46.8,0.0
2024-02-02,-3859.55,-5460.35,10090.15,27016.0,18339.56,0.0,1884.23,2162.4,0.0,1537.27,63.53,0.0
2024-02-01,-3864.33,-5423.19,10140.91,27072.0,18308.05,0.0,1883.83,2162.4,0.0,1503.81,55.05,0.0
2024-01-31,-2953.92,-4526.47,9797.56,27642.0,18325.09,0.0,1883.42,2162.4,0.0,1512.92,59.64,0.0
2024-01-30,-5591.16,-7203.86,9921.52,25105.0,18349.92,0.0,1883.02,2154.41,0.0,1546.38,66.32,0.0
2024-01-29,-5718.4,-7342.11,10118.61,25158.0,18344.48,0.0,1882.61,2154.41,0.0,1558.85,64.86,0.0
2024-01-26,-5788.78,-7432.96,10044.62,25007.0,18358.73,0.0,1882.21,2154.41,0.0,1575.49,68.69,0.0
2024-01-25,-5897.44,-7540.79,10007.18,24859.0,18356.4,0.0,1881.8,2154.41,0.0,1575.29,68.07,0.0
2024-01-24,-5883.84,-7536.2,9980.59,24848.0,18367.81,0.0,1881.4,2154.41,0.0,1581.23,71.14,0.0
2024-01-23,-5875.69,-7429.52,9995.24,24675.0,18073.88,0.0,1880.99,2154.41,0.0,1561.82,-8.0,0.0
2024-01-22,-6285.96,-7906.12,10075.56,24488.0,18291.57,0.0,1880.59,2146.4,0.0,1569.55,50.61,0.0
2024-01-19,-6406.91,-8008.34,10137.5,24427.0,18271.26,0.0,1880.18,2146.4,0.0,1556.28,45.14,0.0
2024-01-18,-6558.11,-8175.52,10176.8,24300.0,18272.54,0.0,1879.78,2146.4,0.0,1571.92,45.49,0.0
2024-01-17,-6704.96,-8352.67,10226.49,24167.0,18267.41,0.0,1879.37,2146.4,0.0,1603.6,44.11,0.0
2024-01-16,-6910.06,-8524.95,10153.99,23972.0,18317.6,0.0,1878.97,2146.4,0.0,1557.27,57.62,0.0
2024-01-12,-7035.18,-8604.85,10254.11,23980.0,18301.87,0.0,1878.15,2150.72,0.0,1516.28,53.39,0.0
2024-01-11,-7207.13,-8794.7,10207.15,23571.0,18130.09,0.0,1877.75,2150.72,0.0,1580.44,7.14,0.0
2024-01-10,-7516.88,-9137.09,10214.3,23411.0,18305.73,0.0,1877.34,2150.72,0.0,1565.78,54.43,0.0
2024-01-09,-7658.61,-9277.58,10200.24,23286.0,18335.68,0.0,1876.94,2150.72,0.0,1556.48,62.49,0.0
2024-01-08,-7368.77,-8985.6,9862.13,23233.0,18329.22,0.0,1876.53,2150.72,0.0,1556.08,60.75,0.0
2024-01-05,-6580.08,-8153.49,9816.13,24119.0,18284.11,0.0,1876.13,2296.12,0.0,1524.8,48.6,0.0
2024-01-04,-6820.49,-8401.78,9752.24,23835.0,18312.7,0.0,1875.72,2296.12,0.0,1525.0,56.3,0.0
2024-01-03,-6938.57,-8542.37,9711.21,23677.0,18336.72,0.0,1875.32,2296.12,0.0,1541.03,62.77,0.0
2024-01-02,-7043.71,-8602.38,9510.15,23470.0,18391.19,0.0,1874.91,2296.12,0.0,1481.24,77.43,0.0
2023-12-26,-7740.08,-9264.61,9306.18,22571.0,18218.77,0.0,1873.29,2437.37,0.0,1493.51,31.01,0.0
2023-12-22,-8144.41,-9669.05,9485.73,22581.0,18211.11,0.0,1872.89,2680.33,0.0,1495.69,28.95,0.0
2023-12-21,-8425.6,-9988.9,9422.75,22209.0,18222.34,0.0,1872.48,2680.33,0.0,1531.33,31.97,0.0
2023-12-20,-7840.27,-9458.84,9270.64,22758.0,18393.8,0.0,1872.08,2680.33,0.0,1540.44,78.14,0.0
